id,type,label,source_row,title,subtitle,text_excerpt,confidence,aliases,mentions,iso
TOP007019,Topic,But the best and only contribution both monetary and fiscal policy makers can make to increasing potential economic growth is to foster macroeconomic stability thereby creating an environment that is most conducive to consumption investment trade and economic growth,2550,,,,1.0,['But the best and only contribution both monetary and fiscal policy makers can make to increasing potential economic growth is to foster macroeconomic stability thereby creating an environment that is most conducive to consumption investment trade and economic growth'],1.0,
TOP007020,Topic,For instance before the establishment of Economic and Monetary Union EMU divergent national economic developments could be addressed by a depreciation or appreciation of national currencies,2550,,,,1.0,['For instance before the establishment of Economic and Monetary Union EMU divergent national economic developments could be addressed by a depreciation or appreciation of national currencies'],1.0,
DAT001917,Date,2003-05-09,2550,,,,,,,2003-05-09
SPE002372,Speech,Catalunya dins l'Europa moderna,2551,Catalunya dins l'Europa moderna,"Eugenio Domingo Solans, Membre del Consell de Govern i del Directori del Banc Central Europeu.,Conferència amb motiu de la celebració pel Patronat Català Pro Europa del Dia d'Europa. Palau de la Generalitat,Barcelona, 8 de Maig del 2003","Catalunya dins l'Europa moderna Eugenio Domingo Solans, Membre del Consell de Govern i del Directori del Banc Central Europeu, Conferència amb motiu de la celebració pel Patronat Català Pro Europa del Dia d'Europa, Palau de la Generalitat, Barcelona, 8 de Maig del 2003 Per començar, vull naturalment agraïr al Patronat Català Pro Europa, i particularment al seu Secretari General, Carles Gasòliba, p",,,,
TOP007021,Topic,En lloc de a la senzilla seu del carrer Bruch ens trobem al Palau de la Generalitat casal de tots els catalans presidits pel President la Generalitat President de tots els catalans,2551,,,,1.0,['En lloc de a la senzilla seu del carrer Bruch ens trobem al Palau de la Generalitat casal de tots els catalans presidits pel President la Generalitat President de tots els catalans'],1.0,
TOP007022,Topic,Com encertadament ens recorda el professor Jan Sol 2003 24 l euro i la dissoluci en ell de les monedes nacionals de l rea,2551,,,,1.0,['Com encertadament ens recorda el professor Jan Sol 2003 24 l euro i la dissoluci en ell de les monedes nacionals de l rea'],1.0,
TOP007023,Topic,a la tasca de la construcci europea,2551,,,,1.0,['a la tasca de la construcci europea'],1.0,
DAT001918,Date,2003-05-08,2551,,,,,,,2003-05-08
SPE002373,Speech,Die Jahresgutachten des Sachverständigenrates im Spiegel der Politik,2552,Die Jahresgutachten des Sachverständigenrates im Spiegel der Politik,"Professor Otmar Issing,Mitglied des Direktoriums derEuropäischen ZentralbankSachverständigenrat Berlin 6 May 2003","Die Jahresgutachten des Sachverständigenrates im Spiegel der Politik Professor Otmar Issing,Mitglied des Direktoriums derEuropäischen ZentralbankSachverständigenrat Berlin 6 May 2003 Vierzig Jahre Sachverständigenrat 1963 - 2003: Beitrag zur Paneldiskussion ""Die Jahresgutachten des Sachverständigenrates im Spiegel der Politik"", von Otmar Issing Monetäre Fragen hatten in den Gutachten des Sachverst",,,,
TOP007024,Topic,Interessen die sich mit dem Geld verbinden von allen Interessenten unter Bedingungen verfolgt werden unter denen diese nicht in Widerspruch,2552,,,,1.0,['Interessen die sich mit dem Geld verbinden von allen Interessenten unter Bedingungen verfolgt werden unter denen diese nicht in Widerspruch'],1.0,
TOP007025,Topic,Beitrag zur Paneldiskussion Die Jahresgutachten des Sachverst ndigenrates,2552,,,,1.0,['Beitrag zur Paneldiskussion Die Jahresgutachten des Sachverst ndigenrates'],1.0,
TOP007026,Topic,den Gutachten des Sachverst ndigenrates von Anfang,2552,,,,1.0,['den Gutachten des Sachverst ndigenrates von Anfang'],1.0,
DAT001919,Date,2003-05-06,2552,,,,,,,2003-05-06
SPE002374,Speech,Presentation of the EUROPEAN CENTRAL BANK's Annual Report 2002 to the Committee on Economic and Monetary Affairs of the European Parliament,2553,Presentation of the EUROPEAN CENTRAL BANK's Annual Report 2002 to the Committee on Economic and Monetary Affairs of the European Parliament,"Introductory statementby Mr. Lucas Papademos,Vice-President of the European Central Bank,Brussels, 29 April 2003","Presentation of the EUROPEAN CENTRAL BANK's Annual Report 2002 to the Committee on Economic and Monetary Affairs of the European Parliament Introductory statementby Mr. Lucas Papademos,Vice-President of the European Central Bank,Brussels, 29 April 2003 It is my pleasure to appear before the Committee to present the EUROPEAN CENTRAL BANK's Annual Report 2002. In my view, last year was marked by two",,,,
TOP007027,Topic,Even though major challenges remain to be tackled as many of the acceding countries are still in the process of transition to fully fledged market economies I believe that the signing of the Accession Treaty at the Athens summit meeting on 16 April bore witness to our commitment to European integration,2553,,,,1.0,['Even though major challenges remain to be tackled as many of the acceding countries are still in the process of transition to fully fledged market economies I believe that the signing of the Accession Treaty at the Athens summit meeting on 16 April bore witness to our commitment to European integration'],1.0,
TOP007028,Topic,In addition to these statutory changes the Eurosystem is involved in an intense and manifold dialogue concerning both policy and technical issues with the central banks of the accession countries to assist them in their preparations for a smooth integration into the ESCB and the Eurosystem,2553,,,,1.0,['In addition to these statutory changes the Eurosystem is involved in an intense and manifold dialogue concerning both policy and technical issues with the central banks of the accession countries to assist them in their preparations for a smooth integration into the ESCB and the Eurosystem'],1.0,
TOP007029,Topic,At a later stage the acceding countries central banks will become part of the Eurosystem after these countries have fulfilled the convergence criteria for adopting the euro,2553,,,,1.0,['At a later stage the acceding countries central banks will become part of the Eurosystem after these countries have fulfilled the convergence criteria for adopting the euro'],1.0,
DAT001920,Date,2003-04-29,2553,,,,,,,2003-04-29
SPK002375,Speaker,Sirkka Hämäläinen,2554,,,,,,,
SPE002376,Speech,EUROPEAN UNION accession - challenges for retail banking,2554,EUROPEAN UNION accession - challenges for retail banking,"Sirkka Hämäläinen, Member of the Executive Board, Conference on ""Retail Financial Services in the New Europe""European Financial Management and Marketing Association,Warsaw, 28 and 29 April 2003.","EUROPEAN UNION accession – challenges for retail banking Sirkka Hämäläinen, Member of the Executive Board, Conference on ""Retail Financial Services in the New Europe""European Financial Management and Marketing Association,Warsaw, 28 and 29 April 2003. Ladies and gentlemen, It is a great pleasure for me to have the opportunity to be at this conference organised by the European Financial Management ",,,,
